lambda		n		k
210.8950832	1.288605017	1.975347792
215.2794584	1.320539863	1.965977779
219.7549821	1.348883362	1.958537185
224.323549	1.374628429	1.953474799
228.9870936	1.398826114	1.950920549
233.7475903	1.422485501	1.950679794
238.6070547	1.44647562	1.952262268
243.5675442	1.471443129	1.954942728
248.6311593	1.497756689	1.957844209
253.8000437	1.525483411	1.960031123
259.0763859	1.554396291	1.960599229
264.4624199	1.584006393	1.95875241
269.9604262	1.613610812	1.95386084
275.5727325	1.642347331	1.94549986
281.3017151	1.669248583	1.933472781
287.1497997	1.693291661	1.917823213
293.1194622	1.71344306	1.898843489
299.2132302	1.728703166	1.877084702
305.4336838	1.738158646	1.853370482
311.7834567	1.741053695	1.828810249
318.2652374	1.73689001	1.804798493
324.8817702	1.725557795	1.782976523
331.6358565	1.70748408	1.765126293
338.5303559	1.68376051	1.752969357
345.5681877	1.656186961	1.747866314
352.7523315	1.627155639	1.750458228
360.0858291	1.599326336	1.760351216
367.5717855	1.57512082	1.775982617
375.2133702	1.556166255	1.794774542
383.0138186	1.542873299	1.813569301
390.9764334	1.53428803	1.829216179
399.1045859	1.528235639	1.839129272
407.4017175	1.521666028	1.841684565
415.8713413	1.511076211	1.836416515
424.5170432	1.492912261	1.824046326
433.3424837	1.463903818	1.806403611
442.3513996	1.421328741	1.786300322
451.5476051	1.363237223	1.767395654
460.9349939	1.288685306	1.754057295
470.5175406	1.198031282	1.751171983
480.2993023	1.09330562	1.763784716
490.2844207	0.978523166	1.796397997
500.4771234	0.859575064	1.851891923
510.8817259	0.743288882	1.930467715
521.5026335	0.635790656	2.029415843
532.3443431	0.54109335	2.144082909
543.4114449	0.460739155	2.269391063
554.7086248	0.394373918	2.400972842
566.2406659	0.340593025	2.535599919
578.0124508	0.297605603	2.671127755
590.0289637	0.263621057	2.806256887
602.2952923	0.237028009	2.940283309
614.8166301	0.216453835	3.07289809
627.5982785	0.200765475	3.204042941
640.6456494	0.189045342	3.33381143
653.9642668	0.180559281	3.462383428
667.5597698	0.174724391	3.589982618
681.4379148	0.171079979	3.716849636
695.6045776	0.169262728	3.843225689
710.0657563	0.168986132	3.969343096
724.8275738	0.170023837	4.095420338
739.8962801	0.172196354	4.221659993
755.2782553	0.175360582	4.348248437
770.980012	0.179401637	4.475356583
787.0081983	0.184226512	4.603141181
803.3696005	0.189759203	4.731746355
820.0711458	0.195936969	4.861305208
837.1199057	0.202707475	4.991941357
854.5230985	0.210026622	5.123770363
872.2880927	0.217856883	5.25690101
890.4224098	0.226166054	5.391436431
908.933728	0.234926294	5.527475099
927.8298847	0.244113394	5.665111665
947.1188805	0.253706232	5.804437694
966.8088824	0.263686345	5.945542278
986.9082269	0.274037609	6.088512566
1007.425424	0.284745995	6.233434214
1028.369161	0.295799382	6.38039176
1049.748305	0.30718741	6.529468952
1071.571907	0.318901374	6.680749021
1093.849209	0.330934142	6.834314908
1116.589641	0.343280083	6.99024947
1139.802833	0.355935028	7.148635645
1163.498612	0.368896223	7.309556594
1187.687011	0.382162307	7.473095828
1212.378272	0.395733287	7.63933731
1237.582849	0.409610522	7.808365552
1263.311413	0.423796707	7.980265689
1289.574857	0.438295869	8.155123553
1316.384302	0.453113354	8.333025727
1343.751098	0.468255825	8.514059609
1371.686833	0.483731256	8.698313453
1400.203333	0.499548932	8.885876415
1429.312674	0.515719447	9.076838595
1459.02718	0.5322547	9.271291073
1489.359431	0.549167906	9.469325946
1520.322271	0.566473588	9.671036358
1551.928808	0.584187588	9.876516538
1584.192425	0.602327069	10.08586183
1617.126783	0.620910525	10.2991687
